Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.46588,1.02629,0.26443,0.14788,0.21547,0.56474,0.73012,0.67793,0.39524,0.24303,0.34556,0.54115,0.65781,0.5186,0.37059,0.37484,
5 to 9,1.12357,9.2599,2.59744,0.37436,0.21413,0.27,0.73344,0.94007,0.73067,0.47604,0.46211,0.62133,0.6111,0.72452,0.96086,0.47729,
10 to 14,0.45117,1.27368,12.79505,3.80771,0.25121,0.15047,0.47983,0.68312,0.88899,0.59415,0.65006,0.44613,0.38524,0.55447,0.77937,0.64486,
15 to 19,0.28994,0.31621,0.96055,11.6955,2.65923,0.65453,0.33929,0.51109,0.7717,1.09878,0.92585,0.66197,0.47476,0.32454,0.73109,0.51887,
20 to 24,0.3772,0.21855,0.33174,1.22459,3.84897,2.04245,1.02231,0.71252,0.89176,0.92827,1.10177,0.82484,0.64963,0.38104,0.29074,0.23082,
25 to 29,0.61618,0.40324,0.25812,0.55628,1.62486,3.72784,1.85679,1.42833,1.31549,1.11127,1.52331,1.40503,1.10852,0.53866,0.52751,0.24291,
30 to 34,0.95252,0.69331,0.38693,0.43493,1.12815,2.07329,3.07356,1.80645,1.74173,1.39788,1.46095,1.62029,1.30279,0.80789,0.53164,0.41521,
35 to 39,0.96049,0.90018,0.67533,0.59832,1.04106,1.63602,2.07275,3.02777,1.99856,1.62637,1.47064,1.34045,1.39441,0.75386,0.88756,0.50145,
40 to 44,0.60281,0.86397,0.9771,0.82183,0.91053,1.40332,1.61834,2.21811,2.91463,1.7716,1.98446,1.58074,1.30294,0.7287,0.99119,0.52863,
45 to 49,0.30636,0.35646,0.54036,0.85429,1.11773,1.20624,1.31221,1.48735,1.88377,2.313,2.16417,1.3598,1.19803,0.43794,0.75715,0.59193,
50 to 54,0.33781,0.21543,0.2948,0.46619,0.83385,1.27016,1.04638,1.15077,1.39793,1.39069,2.24645,1.62519,1.11223,0.49392,0.60516,0.57233,
55 to 59,0.28955,0.2072,0.158,0.19204,0.4825,0.77864,0.83978,0.67816,0.61803,0.76544,1.25137,1.79045,1.30618,0.59013,0.50716,0.38348,
60 to 64,0.22284,0.19999,0.11502,0.10835,0.23521,0.40036,0.47116,0.43384,0.42593,0.3652,0.53567,0.78989,1.28772,0.64231,0.96729,0.32268,
65 to 69,0.17398,0.14038,0.11284,0.06847,0.06134,0.09743,0.14351,0.19467,0.15465,0.12319,0.15452,0.24727,0.45623,0.99564,0.87433,0.44802,
70 to 74,0.11678,0.07363,0.09199,0.04311,0.06919,0.05106,0.07422,0.11799,0.11174,0.11224,0.11359,0.12778,0.28359,0.31754,1.26384,0.42317,
75+,0.06423,0.06074,0.08069,0.03222,0.05829,0.0369,0.06954,0.04924,0.05516,0.10346,0.10246,0.09335,0.12116,0.15747,0.43238,0.41105,
