Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.83751,0.63143,0.14502,0.07564,0.16401,0.37869,0.42084,0.20242,0.02958,0.0495,0.1825,0.17851,0.22795,0.0596,0.04688,0.16515,
5 to 9,0.59328,10.42114,1.74384,0.23327,0.06486,0.13432,0.63263,0.60873,0.20095,0.06704,0.14535,0.34711,0.2251,0.18836,0.37103,0.00771,
10 to 14,0.56494,1.70817,16.52619,3.71261,0.18187,0.13234,0.48384,0.76026,0.52374,0.21837,0.20833,0.21438,0.23099,0.25586,0.61426,0.19065,
15 to 19,0.33691,0.32969,1.19429,13.77425,3.3344,0.34041,0.13267,0.58073,0.96942,0.81278,0.48074,0.43006,0.36966,0.2898,0.50042,0.2776,
20 to 24,0.64236,0.24764,0.30883,1.12436,6.33057,2.04191,1.04809,0.87653,1.32503,1.2688,1.47691,0.92279,0.64795,0.19047,0.38816,0.32736,
25 to 29,1.00764,0.64298,0.50824,0.49651,2.22641,5.90761,2.10677,2.31039,2.00004,1.82926,1.99866,1.5976,1.35374,0.58833,0.46906,0.24516,
30 to 34,0.87608,1.17462,0.72994,0.35953,1.58016,2.25074,3.83186,2.19863,2.2741,1.41677,1.68792,1.84417,1.37388,1.10908,0.60911,0.18632,
35 to 39,0.58065,0.83349,0.77298,0.57583,0.97334,1.5458,1.55609,3.79686,2.19915,1.40328,1.27091,1.30255,1.21746,0.64988,0.98788,0.55508,
40 to 44,0.26969,0.43904,0.53037,0.84996,1.25165,1.21995,1.44055,1.76582,3.62781,1.51789,1.88724,1.23858,0.94373,0.85775,1.13306,0.29297,
45 to 49,0.24321,0.35063,0.34652,0.64271,1.05988,0.94005,1.04125,1.44624,1.61312,2.99161,2.15044,0.96789,0.8758,0.49107,1.06263,0.88074,
50 to 54,0.35829,0.24014,0.21833,0.24196,0.84455,1.30734,1.08813,0.93271,0.86527,1.11047,2.85794,1.59221,0.57703,0.32024,0.80712,0.88524,
55 to 59,0.31167,0.31598,0.1215,0.11952,0.58261,0.67954,0.49847,0.58371,0.65521,0.42898,0.71294,2.71567,1.2685,0.49546,0.39032,0.30799,
60 to 64,0.17503,0.19365,0.07759,0.12335,0.24108,0.16821,0.39036,0.35266,0.39203,0.1781,0.29057,0.65839,1.85048,0.66806,0.59879,0.09602,
65 to 69,0.09353,0.14102,0.04818,0.11743,0.02692,0.08235,0.08459,0.21433,0.13584,0.08732,0.07867,0.27648,0.42669,1.38006,0.80148,0.05055,
70 to 74,0.02815,0.09383,0.07784,0.04754,0.07391,0.06298,0.09346,0.13271,0.09462,0.14792,0.07771,0.21358,0.13661,0.25642,2.32346,0.24859,
75+,0.04951,0.0429,0.0545,0.04169,0.00808,0.06386,0.07512,0.0756,0.0976,0.12014,0.14588,0.1305,0.12876,0.16616,0.34903,2.77443,
