Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.76257,1.08965,0.47965,0.25388,0.46066,1.01076,1.00009,0.86525,0.55704,0.31354,0.45993,0.7879,0.85032,0.48789,0.15771,0.12396,
5 to 9,1.31175,5.98507,2.4926,0.55603,0.33563,0.4717,1.11813,1.22174,0.90205,0.56644,0.49204,0.79907,0.77152,0.67152,0.40724,0.16222,
10 to 14,0.77539,1.67052,12.01453,3.64094,0.42256,0.24879,0.81563,1.0535,1.05991,0.6736,0.68832,0.53471,0.46906,0.51591,0.30881,0.22009,
15 to 19,0.48807,0.55112,1.18856,9.66921,2.3582,0.8102,0.41098,0.65873,0.88804,0.98765,0.81983,0.68143,0.4878,0.27723,0.26257,0.17915,
20 to 24,0.80508,0.32343,0.48727,1.39618,3.75272,2.28958,1.11475,0.71061,0.87369,0.84747,0.89837,0.72707,0.48606,0.3012,0.08045,0.06548,
25 to 29,1.21523,0.80692,0.42685,0.70534,2.01155,3.40321,2.00033,1.39091,1.18209,0.96443,1.20289,1.14993,0.76227,0.40729,0.17036,0.0635,
30 to 34,1.35986,1.13891,0.64547,0.50527,1.27202,2.15072,2.65491,1.78649,1.57996,1.14798,1.12058,1.25735,0.87874,0.58866,0.15984,0.09904,
35 to 39,1.15192,1.15305,0.9057,0.73493,1.06827,1.6275,2.07377,2.50334,1.81742,1.36302,1.09672,0.97322,0.91264,0.55005,0.28247,0.1522,
40 to 44,0.75623,0.97434,1.02321,0.89264,0.97868,1.35024,1.56926,2.07545,2.28373,1.47068,1.4806,1.08684,0.76435,0.51589,0.28492,0.15007,
45 to 49,0.50334,0.47576,0.62596,0.80981,1.1335,1.18472,1.24776,1.3785,1.66123,1.6063,1.58529,0.95069,0.64979,0.28533,0.21311,0.14622,
50 to 54,0.61083,0.35435,0.38287,0.43756,0.78437,1.13226,1.02754,1.00601,1.15404,1.09589,1.33564,1.10964,0.61584,0.31972,0.16398,0.13984,
55 to 59,0.56107,0.38662,0.23769,0.20521,0.47233,0.62763,0.77707,0.60269,0.46716,0.54045,0.81605,0.93176,0.68673,0.33133,0.12169,0.0789,
60 to 64,0.41004,0.37273,0.18504,0.13595,0.20248,0.29452,0.40211,0.43407,0.33138,0.24268,0.31824,0.49467,0.51061,0.3242,0.2049,0.05956,
65 to 69,0.31381,0.25389,0.18457,0.10244,0.09959,0.12885,0.19014,0.255,0.18758,0.12017,0.12075,0.20467,0.3084,0.29874,0.17819,0.08768,
70 to 74,0.20861,0.13548,0.14541,0.06448,0.10663,0.06721,0.1007,0.15367,0.12597,0.10216,0.08625,0.09972,0.18486,0.15712,0.18144,0.07924,
75+,0.1061,0.09934,0.11781,0.04362,0.08695,0.04034,0.08746,0.06096,0.05969,0.08946,0.07102,0.06731,0.07457,0.07261,0.08993,0.05368,
