Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.48357,0.91527,0.32125,0.20303,0.30253,1.28561,1.86217,1.43755,0.77547,0.37895,0.50711,0.66897,0.75334,0.30902,0.10108,0.07921,
5 to 9,1.01584,7.63748,2.3068,0.4372,0.24031,0.60552,1.97834,1.99447,1.24423,0.67245,0.54113,0.68861,0.66417,0.42853,0.2585,0.10318,
10 to 14,0.51917,1.29624,10.91134,3.1599,0.27846,0.3229,1.39667,1.61038,1.41262,0.76137,0.69093,0.42776,0.36933,0.30376,0.1873,0.12954,
15 to 19,0.33346,0.38953,0.83935,8.29935,1.8399,0.92943,0.64228,0.85382,1.0359,0.99287,0.7483,0.50068,0.38045,0.15776,0.16083,0.11012,
20 to 24,0.529,0.24529,0.32985,0.96164,2.96031,2.99936,1.81318,1.02472,1.11067,0.96813,0.9436,0.60538,0.43418,0.21972,0.05244,0.04214,
25 to 29,0.8306,0.57526,0.28904,0.46957,1.66633,4.71678,3.22853,1.98774,1.48219,1.12186,1.35274,1.03311,0.73174,0.392,0.11211,0.04385,
30 to 34,0.92763,0.79941,0.41739,0.31374,1.05938,2.73037,4.3668,2.47936,1.86559,1.20478,1.19226,1.11191,0.81805,0.49778,0.10374,0.06347,
35 to 39,0.78357,0.81508,0.58866,0.48321,0.98217,2.07216,3.15226,3.67049,2.18555,1.46784,1.17233,0.87332,0.86237,0.40532,0.18566,0.09608,
40 to 44,0.50517,0.69613,0.69192,0.58371,0.83372,1.66063,2.21335,2.72816,2.77022,1.52151,1.51417,0.94141,0.7094,0.42813,0.18168,0.09247,
45 to 49,0.32571,0.3338,0.4124,0.54954,0.89204,1.45098,1.69753,1.74291,1.84142,1.69693,1.56223,0.79442,0.59717,0.25975,0.1407,0.08869,
50 to 54,0.40236,0.25537,0.2561,0.30388,0.65044,1.44605,1.56791,1.31058,1.31733,1.16299,1.40887,0.93904,0.57203,0.30234,0.11083,0.08847,
55 to 59,0.36369,0.26957,0.15456,0.13804,0.35718,0.77831,1.20062,0.81583,0.50987,0.53089,0.78744,0.77225,0.57565,0.25012,0.08329,0.05022,
60 to 64,0.26345,0.2521,0.11741,0.09262,0.16565,0.37922,0.67556,0.67817,0.42795,0.27367,0.33325,0.40331,0.44912,0.21973,0.12994,0.03606,
65 to 69,0.1992,0.17197,0.11852,0.07289,0.07749,0.18677,0.36433,0.43229,0.27731,0.15819,0.13719,0.17466,0.25599,0.19919,0.11433,0.05325,
70 to 74,0.12859,0.0875,0.08979,0.04467,0.06919,0.08806,0.18532,0.24938,0.17166,0.11948,0.088,0.07805,0.1411,0.08796,0.11822,0.04585,
75+,0.06794,0.06666,0.07426,0.03128,0.05703,0.05503,0.16662,0.09963,0.08246,0.10623,0.07513,0.05474,0.05764,0.04085,0.05803,0.03324,
