Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.64599,1.04918,0.43963,0.2614,0.3767,0.68421,0.68626,0.77131,0.60971,0.35118,0.57707,0.95636,1.18183,0.82499,0.46292,0.33082,
5 to 9,1.15092,9.53429,2.85538,0.57479,0.28367,0.32717,0.78762,1.1007,0.99361,0.63592,0.58618,0.96163,1.08814,1.15854,1.21585,0.42729,
10 to 14,0.61082,1.52919,11.76224,3.36759,0.3483,0.17172,0.56979,0.9279,1.158,0.7469,0.77443,0.60848,0.66187,0.89359,0.92619,0.58078,
15 to 19,0.38561,0.45377,1.08601,8.32595,1.95772,0.51705,0.26361,0.50977,0.8886,1.00083,0.87799,0.74247,0.65693,0.48075,0.80114,0.47241,
20 to 24,0.61,0.26696,0.44602,1.31939,3.18379,1.5831,0.7603,0.56174,0.81168,0.84796,1.02657,0.8262,0.6471,0.51524,0.24965,0.17261,
25 to 29,0.93391,0.65545,0.39478,0.64257,1.60094,2.48709,1.3919,1.10686,1.04583,0.88478,1.26622,1.29177,0.99842,0.70306,0.5109,0.16552,
30 to 34,1.07178,0.95245,0.60527,0.44271,0.98446,1.49986,1.90608,1.42485,1.40707,1.00074,1.07917,1.35407,1.15193,0.99922,0.46846,0.26085,
35 to 39,0.91518,0.97415,0.85466,0.68968,0.80605,1.1384,1.42903,2.07844,1.63037,1.20704,1.02285,1.00707,1.18637,0.94656,0.83567,0.38137,
40 to 44,0.5823,0.80563,0.95888,0.84797,0.76955,0.97491,1.11326,1.65476,2.16785,1.34009,1.40889,1.11431,0.99319,0.89247,0.8598,0.38328,
45 to 49,0.38465,0.38842,0.5792,0.78646,0.92817,0.86114,0.89599,1.10437,1.49462,1.57196,1.5591,0.999,0.83522,0.51201,0.65391,0.39099,
50 to 54,0.46407,0.2857,0.34803,0.40995,0.64351,0.83863,0.74762,0.82644,1.05769,1.06179,1.43522,1.23521,0.82591,0.58477,0.50099,0.38427,
55 to 59,0.41943,0.31129,0.2162,0.19024,0.39387,0.47872,0.58122,0.52701,0.45838,0.54136,0.91269,1.16425,0.9637,0.60628,0.37736,0.22199,
60 to 64,0.30759,0.29743,0.16895,0.13259,0.17953,0.23989,0.31259,0.39844,0.37089,0.27852,0.40313,0.63212,0.81281,0.59549,0.65717,0.16873,
65 to 69,0.23378,0.20255,0.16895,0.10491,0.08878,0.10419,0.14727,0.2383,0.21947,0.15078,0.16502,0.27172,0.46527,0.58365,0.57376,0.24568,
70 to 74,0.15547,0.10646,0.13163,0.06549,0.08919,0.04638,0.06848,0.13619,0.14075,0.1182,0.11226,0.12793,0.2741,0.27797,0.6104,0.21986,
75+,0.08089,0.0801,0.10833,0.04517,0.07371,0.02899,0.06097,0.05421,0.06635,0.10468,0.0955,0.08818,0.11117,0.13165,0.27644,0.15914,
