Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.40528,0.94625,0.42252,0.23538,0.37138,0.70932,0.70805,0.62247,0.39242,0.17587,0.25635,0.38253,0.43801,0.2389,0.14248,0.14907,
5 to 9,1.04432,5.98915,2.32472,0.55608,0.29388,0.30271,0.7482,0.87047,0.64988,0.32943,0.29396,0.35173,0.35033,0.3118,0.34269,0.19145,
10 to 14,0.65254,1.41432,10.73343,3.51054,0.40936,0.17415,0.53501,0.7178,0.81829,0.46223,0.45307,0.27935,0.23913,0.24334,0.28526,0.27979,
15 to 19,0.41436,0.49022,1.05131,9.23954,2.59264,0.67178,0.32336,0.50305,0.7122,0.77817,0.64086,0.42704,0.30669,0.16677,0.28168,0.26029,
20 to 24,0.65559,0.29767,0.48832,1.54973,3.73892,2.01526,0.9829,0.70206,0.88481,0.81181,0.90332,0.63755,0.48036,0.28794,0.10543,0.1007,
25 to 29,1.03669,0.69007,0.40645,0.77888,2.06227,2.8228,1.73509,1.3287,1.1724,0.96573,1.28131,1.11804,0.86163,0.52941,0.2323,0.10582,
30 to 34,1.25319,1.06707,0.62699,0.55514,1.31076,1.90889,2.18543,1.72705,1.56517,1.15283,1.19665,1.32572,1.0713,0.75917,0.24798,0.1861,
35 to 39,1.06597,1.10347,0.89064,0.8085,1.10068,1.44064,1.82747,2.28088,1.82787,1.36438,1.14769,1.03672,1.1653,0.65734,0.49238,0.37449,
40 to 44,0.72136,0.96033,1.00701,0.97735,1.0297,1.2138,1.38767,2.0061,2.20125,1.51335,1.5747,1.17745,1.00742,0.74602,0.51745,0.41854,
45 to 49,0.46089,0.47216,0.64146,0.88209,1.1701,1.08398,1.11292,1.3314,1.68173,1.56536,1.7239,1.01237,0.88536,0.4411,0.39903,0.37378,
50 to 54,0.5435,0.33406,0.38386,0.48428,0.83641,1.08052,0.94986,1.01053,1.20942,1.18635,1.43095,1.21695,0.80821,0.48823,0.24356,0.30607,
55 to 59,0.51787,0.37115,0.23917,0.23638,0.52431,0.62124,0.75074,0.64516,0.52325,0.61417,0.97282,1.00307,0.93567,0.4522,0.18749,0.14993,
60 to 64,0.36937,0.35318,0.18771,0.16333,0.25871,0.34359,0.43441,0.50004,0.4257,0.32344,0.43418,0.60854,0.58207,0.45563,0.32571,0.10217,
65 to 69,0.26953,0.23234,0.17859,0.11944,0.12027,0.14458,0.19705,0.28608,0.23977,0.1738,0.16626,0.22371,0.35664,0.28196,0.28171,0.16194,
70 to 74,0.17804,0.1232,0.13979,0.07303,0.10664,0.05503,0.08168,0.15447,0.13991,0.12056,0.10018,0.10208,0.19202,0.16273,0.2613,0.15064,
75+,0.08785,0.08769,0.11069,0.04694,0.08475,0.03144,0.0694,0.06035,0.06393,0.09872,0.07636,0.06289,0.0787,0.07805,0.13099,0.08262,
