Contactant/Contactee,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.1652,1.43699,0.68754,0.36558,0.56999,0.94166,0.85353,0.74749,0.55941,0.29189,0.39147,0.4715,0.5449,0.29334,0.18253,0.19155,
5 to 9,1.76666,8.61027,3.04186,0.83315,0.41808,0.51608,1.12159,1.15963,1.00712,0.64404,0.55224,0.70547,0.79509,0.6385,0.7048,0.33178,
10 to 14,1.09205,2.17889,8.86943,2.82096,0.4774,0.25665,0.86681,1.00654,1.05647,0.71833,0.7593,0.51347,0.56861,0.59451,0.63299,0.5661,
15 to 19,0.60424,0.67669,1.25456,6.92756,2.49003,0.79123,0.41244,0.70994,0.80182,0.87259,0.72865,0.56252,0.42668,0.27687,0.37774,0.34086,
20 to 24,0.99273,0.4196,0.65297,2.0325,4.01127,2.15696,1.06191,0.69375,0.83179,0.70505,0.71309,0.53805,0.4637,0.28725,0.08024,0.09355,
25 to 29,1.34881,0.95587,0.59226,1.04032,2.26426,3.08745,1.86947,1.34992,1.19095,0.91011,1.01993,0.81521,0.69404,0.51256,0.11674,0.05801,
30 to 34,1.53312,1.23979,0.8536,0.79411,1.52248,2.12416,2.32965,1.67503,1.5766,1.17005,1.09974,1.03011,0.80061,0.56337,0.10254,0.09741,
35 to 39,1.30417,1.24243,1.01692,1.01653,1.28711,1.67301,1.95954,2.12311,1.72373,1.34864,1.10489,0.9069,0.88407,0.32255,0.16666,0.11885,
40 to 44,0.91427,1.08344,1.12878,1.09294,1.07315,1.40943,1.54737,1.93714,2.01456,1.42208,1.52917,1.11084,0.91353,0.49174,0.17637,0.11061,
45 to 49,0.63228,0.54345,0.72429,0.94952,1.10207,1.14354,1.25407,1.33434,1.60988,1.41685,1.59159,0.96518,0.89556,0.39678,0.12951,0.11398,
50 to 54,0.77164,0.45751,0.50619,0.53271,0.79094,1.016,0.95574,0.99968,1.19105,1.06755,1.2809,1.08538,0.80714,0.50212,0.14393,0.12852,
55 to 59,0.69164,0.48494,0.3295,0.27777,0.50106,0.57679,0.7033,0.56955,0.50182,0.58587,0.85218,0.77572,0.81713,0.3913,0.11662,0.09386,
60 to 64,0.51983,0.49234,0.26542,0.20684,0.28802,0.34258,0.39179,0.36328,0.36563,0.28585,0.36293,0.47881,0.40459,0.37194,0.2069,0.05867,
65 to 69,0.42647,0.34525,0.267,0.16286,0.14076,0.16065,0.19977,0.20732,0.17136,0.14349,0.11984,0.15743,0.2527,0.16387,0.18628,0.10348,
70 to 74,0.29342,0.18087,0.20534,0.0901,0.11787,0.05425,0.0663,0.09454,0.07748,0.05838,0.04859,0.04656,0.09042,0.09858,0.1296,0.0778,
75+,0.14624,0.13522,0.17274,0.0606,0.0964,0.03033,0.06287,0.03889,0.03617,0.05095,0.03781,0.03502,0.0339,0.03852,0.08366,0.03813,
